uuid,path,frame_count
abe66cb605d14bbb9a674dd6829fe1e6,abe66cb605d14bbb9a674dd6829fe1e6,246
fd61581daa484300b3f79d984cf46766,fd61581daa484300b3f79d984cf46766,16
44a8a379f5634680bd05cbe2c36cda16,44a8a379f5634680bd05cbe2c36cda16,112
7cf4fa90ea99423182336c4081fa9546,7cf4fa90ea99423182336c4081fa9546,203
9660817a8bac4dce9ae89af6a223a077,9660817a8bac4dce9ae89af6a223a077,70
e5fa2045fe5b4651bb9039dbc2aa8a53,e5fa2045fe5b4651bb9039dbc2aa8a53,169
dfa59c9a17614791aa5d06e1bfd9eb84,dfa59c9a17614791aa5d06e1bfd9eb84,404
efdaecd4dda245748cfb2e580976d5a3,efdaecd4dda245748cfb2e580976d5a3,30
89027c04e852423380a75f777f10c850,89027c04e852423380a75f777f10c850,96
fcb9e41c38d444eb878e500196926ad0,fcb9e41c38d444eb878e500196926ad0,5
e6fbfb88028c472785ef3be364dd57ee,e6fbfb88028c472785ef3be364dd57ee,140
566f5b74d88d41c6ac9c563c3fe30a6e,566f5b74d88d41c6ac9c563c3fe30a6e,1223
e4bd464f4a244c1095d587fb27e5a224,e4bd464f4a244c1095d587fb27e5a224,32
bf925eb491154f45b3b4cd2f39674f57,bf925eb491154f45b3b4cd2f39674f57,231
9c2dffb31bd040d5ad94591cb91cb72b,9c2dffb31bd040d5ad94591cb91cb72b,560
6a78ab6223ce4b06947a8f5148eabcbd,6a78ab6223ce4b06947a8f5148eabcbd,142
2eea04be87d34a519d2a4d0b52cd3863,2eea04be87d34a519d2a4d0b52cd3863,285
3f811ee5f9d04ab9bff7ba6dfcb123ba,3f811ee5f9d04ab9bff7ba6dfcb123ba,865
4ed315489adc4de19478c141a73c01af,4ed315489adc4de19478c141a73c01af,173
033daa1d52ae4bf1a967abd7be425d68,033daa1d52ae4bf1a967abd7be425d68,104
d5d0510f1a4c47229a997d05a8a19a46,d5d0510f1a4c47229a997d05a8a19a46,97
3228b9277e0d43a8bee2b37a99d839a9,3228b9277e0d43a8bee2b37a99d839a9,593
9b48ed53c8ad4be49450aeb8d7c38f07,9b48ed53c8ad4be49450aeb8d7c38f07,89
1d33a33d0abc4ea4b3a35778002e11b3,1d33a33d0abc4ea4b3a35778002e11b3,56
394784f4b5bc45e0933e64876b580cd8,394784f4b5bc45e0933e64876b580cd8,93
57560c056ea44584884b5e6547b30ffe,57560c056ea44584884b5e6547b30ffe,12
c5d031ece4bd40e19130bcd33dc9e630,c5d031ece4bd40e19130bcd33dc9e630,34
5a9d09dee882440eb1a321b06171f4c6,5a9d09dee882440eb1a321b06171f4c6,187
50b19b41651e48cca4b90d83c488a829,50b19b41651e48cca4b90d83c488a829,26
7c3ce3e2ddb04ef7bb1fd55854cc0018,7c3ce3e2ddb04ef7bb1fd55854cc0018,906
ce20197c5bbe485590f87c3992045369,ce20197c5bbe485590f87c3992045369,1012
edd7a6ccbc3e445784b86f08188a3ee4,edd7a6ccbc3e445784b86f08188a3ee4,193
7f13ea8f0747407784d937b89ed705b8,7f13ea8f0747407784d937b89ed705b8,151
89792ebd67b743a4a39db846814bce68,89792ebd67b743a4a39db846814bce68,353
58cb411c31c84cb483c5899e0ab7a924,58cb411c31c84cb483c5899e0ab7a924,118
ee12f086ea0a4c07a631173e325dc0bd,ee12f086ea0a4c07a631173e325dc0bd,46
93d9293dac304af5aa0d721d0650d287,93d9293dac304af5aa0d721d0650d287,128
be6ea9ef23f64f7d8710f0f6626d21c0,be6ea9ef23f64f7d8710f0f6626d21c0,143
ec0dfcfab91e4faf8fbdeea45f92d6cf,ec0dfcfab91e4faf8fbdeea45f92d6cf,129
605ced60cae14559a3214598ec6b7bd4,605ced60cae14559a3214598ec6b7bd4,865
e2884260782a4edb815319a369635aa3,e2884260782a4edb815319a369635aa3,33
b90d11c1a4534da1a91b349e5e9e3405,b90d11c1a4534da1a91b349e5e9e3405,132
bf00d004b2be48e0a5031a2d0dcfb73b,bf00d004b2be48e0a5031a2d0dcfb73b,832
a9343375c4cf4bdabb8488a2fa220dfd,a9343375c4cf4bdabb8488a2fa220dfd,217
616553f3c7ee425884097c75b3a89c04,616553f3c7ee425884097c75b3a89c04,241
1e82ba2c8d2d4ba5b199a62f65bae9c7,1e82ba2c8d2d4ba5b199a62f65bae9c7,292
ae9cc6f7424a4628b563560d62f47aac,ae9cc6f7424a4628b563560d62f47aac,152
364e58193cb74dcfb22ca02886112591,364e58193cb74dcfb22ca02886112591,151
80cc9de298274f6686c73321670c517e,80cc9de298274f6686c73321670c517e,41
0ba35bf52cd4460ebadd7a3a04d9c2e5,0ba35bf52cd4460ebadd7a3a04d9c2e5,1104
6a72a972deb645f195af2840793e8054,6a72a972deb645f195af2840793e8054,32
98fed952cdaa4720bd157b6454d7dae8,98fed952cdaa4720bd157b6454d7dae8,288
a29d992691cb4f209087485e33234c3b,a29d992691cb4f209087485e33234c3b,146
387f73aa88cd4387ad0039569ee79f58,387f73aa88cd4387ad0039569ee79f58,171
01759bf681c342b79cb3daf3e0e9dedc,01759bf681c342b79cb3daf3e0e9dedc,241
e4244555d08742329e2582002b6c9689,e4244555d08742329e2582002b6c9689,234
316adbe0e0ab4d899d8d4f6307b57aa2,316adbe0e0ab4d899d8d4f6307b57aa2,120
f78558fd98684f969d89776ed2811135,f78558fd98684f969d89776ed2811135,369
c6b7597710754553a3a2ba87e8eb7978,c6b7597710754553a3a2ba87e8eb7978,991
d4dfa28e9c024799bd276d500688c13e,d4dfa28e9c024799bd276d500688c13e,1117
17509d2fa2fe4bc5a9b49a35ce065418,17509d2fa2fe4bc5a9b49a35ce065418,61
14eb24ead25e4ee09ea581eab34f31da,14eb24ead25e4ee09ea581eab34f31da,15
fdb687e1f5fb4e29a1466985d5ba8f8b,fdb687e1f5fb4e29a1466985d5ba8f8b,28
f820ea80206246568eab1555edf62e22,f820ea80206246568eab1555edf62e22,31
638ef2b1c2eb4c10ba05338a96b86218,638ef2b1c2eb4c10ba05338a96b86218,15
a187b78f89e444d99fa4f42766bd7374,a187b78f89e444d99fa4f42766bd7374,261
e0d8789bf2aa4b6e99d2eec0db618342,e0d8789bf2aa4b6e99d2eec0db618342,65
822eea04daad43ae9f546d3f1327159a,822eea04daad43ae9f546d3f1327159a,8
3424fcdd376e459bb51641f4abf85d17,3424fcdd376e459bb51641f4abf85d17,116
389aa9d10c64491095beff8b32cc11bf,389aa9d10c64491095beff8b32cc11bf,69
fa281e3f381647d58999a92fcdab520a,fa281e3f381647d58999a92fcdab520a,141
9446456a2e284e0f9c776f96725aac35,9446456a2e284e0f9c776f96725aac35,92
c3c0d66074e741cb9aee8f5041418a7c,c3c0d66074e741cb9aee8f5041418a7c,290
902dfdaa46b04680a8e65a16e6c7d7c1,902dfdaa46b04680a8e65a16e6c7d7c1,94
b290fbff504f4239bd925fa15ec6b9cf,b290fbff504f4239bd925fa15ec6b9cf,44
dcf6e389c09d4385bc9e2b4ced9e0327,dcf6e389c09d4385bc9e2b4ced9e0327,17
928e0588e5844c2c88a53f881655ba26,928e0588e5844c2c88a53f881655ba26,97
82c3d7966e384ef2817f6e5534f307af,82c3d7966e384ef2817f6e5534f307af,501
34dbd62212154cad8222bcc64ee6f717,34dbd62212154cad8222bcc64ee6f717,31
c27d98238a8d47af8d23c9d22664b94f,c27d98238a8d47af8d23c9d22664b94f,216
252e81ed477f4bed8f22dbeaa493b1f9,252e81ed477f4bed8f22dbeaa493b1f9,173
1dcba3f414b445adab40d996fbe914a7,1dcba3f414b445adab40d996fbe914a7,320
eff896e8d01e495da608bb6106ca6bd2,eff896e8d01e495da608bb6106ca6bd2,83
9bb71fa646374a0badc4867b0643fe98,9bb71fa646374a0badc4867b0643fe98,120
27c42b5f1e324cf08e9d0146f855ba73,27c42b5f1e324cf08e9d0146f855ba73,178
4ab346ce2b7940448254964b789b6d29,4ab346ce2b7940448254964b789b6d29,101
2f9b2823fcee481a864bf08b752cad52,2f9b2823fcee481a864bf08b752cad52,98
7bcd56b3ad414f158800ad0bbb961ceb,7bcd56b3ad414f158800ad0bbb961ceb,184
48d58d83a1f449139c3ac7ef79de8b7f,48d58d83a1f449139c3ac7ef79de8b7f,1621
02350eb6d55b42579e66bff51e83c1a1,02350eb6d55b42579e66bff51e83c1a1,441
4995b656e57d4624acdcb55832da3c27,4995b656e57d4624acdcb55832da3c27,75
50aa636c8cbe4552ad0d3460b95d3989,50aa636c8cbe4552ad0d3460b95d3989,126
c00fd93fdc2d4026922dae864b0ef5d5,c00fd93fdc2d4026922dae864b0ef5d5,260
38d49a01111c4c7784957986519e1504,38d49a01111c4c7784957986519e1504,810
9fa15f38d4174fcaa6a2ec22e7ddc5cc,9fa15f38d4174fcaa6a2ec22e7ddc5cc,391
75c96a7c08024044bcd65d406d742fff,75c96a7c08024044bcd65d406d742fff,32
a44121e3379041189ee10bc08695d3a0,a44121e3379041189ee10bc08695d3a0,24
3082596213ea4cd3aab475b0406fb832,3082596213ea4cd3aab475b0406fb832,15
68706ce93f82491c955e32e4a4c793d4,68706ce93f82491c955e32e4a4c793d4,155
08a01b444ca64908a922049e981a12c5,08a01b444ca64908a922049e981a12c5,270
3a50f4a43b2e414a812a842b72943b25,3a50f4a43b2e414a812a842b72943b25,234
da02b915f7014362af38cfb343d209e9,da02b915f7014362af38cfb343d209e9,108
87332dbe897b469bbaf7dab89a2fa7ff,87332dbe897b469bbaf7dab89a2fa7ff,1593
85736a8e42aa4d37b09d678593522387,85736a8e42aa4d37b09d678593522387,3984
8fb92161c9354b4b9b8eaa2854657d45,8fb92161c9354b4b9b8eaa2854657d45,61
ece9ef6d523f4e85b2d4c1fe704ba55e,ece9ef6d523f4e85b2d4c1fe704ba55e,967
09c650f0cbca4b2390c1b891b677dcd4,09c650f0cbca4b2390c1b891b677dcd4,47
ff4e4eb7b8cf488f8f49ded110bac507,ff4e4eb7b8cf488f8f49ded110bac507,36
8a3d6ef93c5840cd8d973e3ef65fce66,8a3d6ef93c5840cd8d973e3ef65fce66,128
4161008bfaa34785bbc9afa7bbf4d258,4161008bfaa34785bbc9afa7bbf4d258,99
f4f4e282eff44be9871183caf2dc163b,f4f4e282eff44be9871183caf2dc163b,210
f56d2e5db7ff4f33afa57783c2e5360b,f56d2e5db7ff4f33afa57783c2e5360b,152
efeb49ac575f460eafd85e6fab51b530,efeb49ac575f460eafd85e6fab51b530,395
ac449be76cdb41c9abcacf9851de0ff6,ac449be76cdb41c9abcacf9851de0ff6,32
f227b0feff0844a38e661bed1eda1cd7,f227b0feff0844a38e661bed1eda1cd7,173
7cdda54f51a94a979ab6cc8d2edb5828,7cdda54f51a94a979ab6cc8d2edb5828,74
8c31271b6eb8438597c64b929a383c2a,8c31271b6eb8438597c64b929a383c2a,46
8c0cf60a5e2d48aca70632a1df580ead,8c0cf60a5e2d48aca70632a1df580ead,262
b561be8a6e944ee79cfd7bcebc5f505b,b561be8a6e944ee79cfd7bcebc5f505b,174
114b9e3c4a6e41a1808134ba6a168ff1,114b9e3c4a6e41a1808134ba6a168ff1,97
5bd4d717048b4dba9d69fb32636a1fa5,5bd4d717048b4dba9d69fb32636a1fa5,417
5c2c4db004a746e1b30b12c4890c53b5,5c2c4db004a746e1b30b12c4890c53b5,165
df028211623d47018efba649d1082e31,df028211623d47018efba649d1082e31,25
144b68514d8c4d438e73ff88c28c29da,144b68514d8c4d438e73ff88c28c29da,235
fdb06532bd3e4ec78706c2a760020dec,fdb06532bd3e4ec78706c2a760020dec,102
4eb1d066fafb4c4396d4c7da3f3adde5,4eb1d066fafb4c4396d4c7da3f3adde5,15
de218b11ad464c86a0a0964937b6358c,de218b11ad464c86a0a0964937b6358c,703
3e66ecd1d7c7420b9f54709dba7d6507,3e66ecd1d7c7420b9f54709dba7d6507,1273
ad0cc1048c484155abd4a16fc16b2a65,ad0cc1048c484155abd4a16fc16b2a65,191
479e16399b4f42be97856927e9e628ea,479e16399b4f42be97856927e9e628ea,860
59ec0ce952d742bfbf5549366c4374d8,59ec0ce952d742bfbf5549366c4374d8,264
dba30675121e4b399cf81153535bee29,dba30675121e4b399cf81153535bee29,241
67adc01ed653452c9ba8d812ad530c7c,67adc01ed653452c9ba8d812ad530c7c,2985
829ff81a9d5c42bfbce3715173a3264a,829ff81a9d5c42bfbce3715173a3264a,163
feb8d3f18c1c4ffe86ba8bc3aa9f23cb,feb8d3f18c1c4ffe86ba8bc3aa9f23cb,153
087da9781b5044c3b3d5afd587970284,087da9781b5044c3b3d5afd587970284,29
a8a21c6f27bb40ef8f3b10a48afb7fba,a8a21c6f27bb40ef8f3b10a48afb7fba,179
0e916124d80a46919b08f713a8c937ab,0e916124d80a46919b08f713a8c937ab,214
19a0f27bcc26434aa67d18e5a1e87c0f,19a0f27bcc26434aa67d18e5a1e87c0f,91
fc618212325d471aaf9499f41ef61593,fc618212325d471aaf9499f41ef61593,212
be0240b41ff541be9ccee37df094f655,be0240b41ff541be9ccee37df094f655,221
61a257e4ccb84cc69afaf3b033c7f995,61a257e4ccb84cc69afaf3b033c7f995,30
579f728bd5684bc082b482245e88098b,579f728bd5684bc082b482245e88098b,61
920e934ce409406ca23d00205fbcce2e,920e934ce409406ca23d00205fbcce2e,203
553e8ce4ce334d288a23db6dd036ec68,553e8ce4ce334d288a23db6dd036ec68,87
6f21a4206e6a4d87a04dd76b8646df6b,6f21a4206e6a4d87a04dd76b8646df6b,89
b54edde04d574b52a184dc127f1bedb6,b54edde04d574b52a184dc127f1bedb6,445
91e1976694484633a3c2c7b31e83b3ac,91e1976694484633a3c2c7b31e83b3ac,70
b32086ce55ae4a68b77421250c5e4ab5,b32086ce55ae4a68b77421250c5e4ab5,277
bf281e341592412b8a5f61f58728f3cd,bf281e341592412b8a5f61f58728f3cd,185
4361d8ba21484d62a98da92e4ac5431e,4361d8ba21484d62a98da92e4ac5431e,100
f445cdf0ebc842edbc22d0ac9b42687e,f445cdf0ebc842edbc22d0ac9b42687e,210
03a6c1d0716a4527a3be440adc11116b,03a6c1d0716a4527a3be440adc11116b,478
9dfdeaa0ec374f89bdfdd0181faee2dc,9dfdeaa0ec374f89bdfdd0181faee2dc,81
e999f2e3008c478481adbb4f7342dd9c,e999f2e3008c478481adbb4f7342dd9c,76
e5dffadfd82646a29435af9e4d3deef4,e5dffadfd82646a29435af9e4d3deef4,1237
b2484a6561444c25befcce711e964291,b2484a6561444c25befcce711e964291,131
ece96881cd124961a88c2eb6aa544900,ece96881cd124961a88c2eb6aa544900,81
7e72f40574ad4212b20978339106350a,7e72f40574ad4212b20978339106350a,728
d59348f0a413477c84c3c7a3d530a694,d59348f0a413477c84c3c7a3d530a694,18
80ebc66aedc3472cbac199fe2386f811,80ebc66aedc3472cbac199fe2386f811,16
c2a5c4e732474e4ab90ec983b4cea567,c2a5c4e732474e4ab90ec983b4cea567,270
bd67b165e8c64716ac215505a131e979,bd67b165e8c64716ac215505a131e979,159
e74ac8442aa0478b99dff6465651df7e,e74ac8442aa0478b99dff6465651df7e,910
9084e10bee9d4108a2079a269a110409,9084e10bee9d4108a2079a269a110409,96
bb19212654e640e5aaf530ad1a7ba98b,bb19212654e640e5aaf530ad1a7ba98b,248
f39301d911ec4fe892046b05ebdc42c2,f39301d911ec4fe892046b05ebdc42c2,155
03a1697410784e3797d9ed1de76e0f8a,03a1697410784e3797d9ed1de76e0f8a,51
03d05fdb854d462a8f7dd9e886a3e006,03d05fdb854d462a8f7dd9e886a3e006,169
3e46fd06c8cd48e0910ac455ce3c382a,3e46fd06c8cd48e0910ac455ce3c382a,78
4503faaf445141108072bc42f5d7d44c,4503faaf445141108072bc42f5d7d44c,394
531dd530e4e24c40954e19963e03be3c,531dd530e4e24c40954e19963e03be3c,1068
21bd4ec04d58496e825a79496f55f7f5,21bd4ec04d58496e825a79496f55f7f5,31
fbb9d4bdc37e47128a945dea1cd11bf0,fbb9d4bdc37e47128a945dea1cd11bf0,127
d642bec829d748c599408459714881bc,d642bec829d748c599408459714881bc,26
8bc6a3d703844a49adf6c0b802f21ede,8bc6a3d703844a49adf6c0b802f21ede,15
fb0e4723803d44bfacc4619f5e25b57a,fb0e4723803d44bfacc4619f5e25b57a,131
654efb9fc4244f5c8007a8562d39214c,654efb9fc4244f5c8007a8562d39214c,4813
6c24f490941742b88e8836de8d838d57,6c24f490941742b88e8836de8d838d57,141
8c3151b7d1484b16a75ff4f8c3bb6e68,8c3151b7d1484b16a75ff4f8c3bb6e68,224
8af13dc7a5844467af1e124be695f995,8af13dc7a5844467af1e124be695f995,100
6c460e25c6fb4b238d26c351275e3feb,6c460e25c6fb4b238d26c351275e3feb,208
0453b3aceffc4985b4863ed4cc251648,0453b3aceffc4985b4863ed4cc251648,72
364e5f53a4c24ed5a689057905137f11,364e5f53a4c24ed5a689057905137f11,25
d8c58f03880b45b2b7c23f678e0c28ee,d8c58f03880b45b2b7c23f678e0c28ee,50
f78907d6206444ef95203666faba0197,f78907d6206444ef95203666faba0197,255
ccf72643ab134ae88289975fde4e743b,ccf72643ab134ae88289975fde4e743b,25
d6af2f95b53e4fb698314bdc79eb4bf5,d6af2f95b53e4fb698314bdc79eb4bf5,99
8a46698bb450419d9c65c4fa86e8ec87,8a46698bb450419d9c65c4fa86e8ec87,341
5c4dd92a27ba4c95834bc65d34b968c7,5c4dd92a27ba4c95834bc65d34b968c7,100
b98e9ca816f64309ae9354dd6e58fea4,b98e9ca816f64309ae9354dd6e58fea4,240
81f5d9f5c9b0441fb77a24732ec2ea46,81f5d9f5c9b0441fb77a24732ec2ea46,212
75152033594a4a42abf9352e658309ff,75152033594a4a42abf9352e658309ff,55
9ef3f28c272c4c2fbe83a957d2de3b31,9ef3f28c272c4c2fbe83a957d2de3b31,28
3c1536c96e2747118124cc2f56212b56,3c1536c96e2747118124cc2f56212b56,16
b965328a7a5c48ef8c763a7cc32323f1,b965328a7a5c48ef8c763a7cc32323f1,31
b93c4a63b99646f781548861796f621b,b93c4a63b99646f781548861796f621b,384
10a86aa1a3024aab8ee0fba26550df46,10a86aa1a3024aab8ee0fba26550df46,115
5850202b1e21408fbae5af29b415bc20,5850202b1e21408fbae5af29b415bc20,96
b8d26c359f5047c78a558e135d7c352a,b8d26c359f5047c78a558e135d7c352a,6913
727f28bbb11f411c8c28162fef33120a,727f28bbb11f411c8c28162fef33120a,401
df62b0f60d3e4b2d8d0e9102ac1e8f85,df62b0f60d3e4b2d8d0e9102ac1e8f85,287
4b30bb651419451eb7661376069a280e,4b30bb651419451eb7661376069a280e,67
eff792edd0354099a3bcb5658c4b1f35,eff792edd0354099a3bcb5658c4b1f35,94
3df8d6c8be314cb4bec1616802515203,3df8d6c8be314cb4bec1616802515203,219
eaf1bc83494444cda403c202cbc7d10c,eaf1bc83494444cda403c202cbc7d10c,213
bd350e51a32e4eecbd8c2119d238f1fb,bd350e51a32e4eecbd8c2119d238f1fb,131
9052fdf9d444419b9ae4e066fb10089b,9052fdf9d444419b9ae4e066fb10089b,67
3a5128ed87814f3ca161e30ecc58fb80,3a5128ed87814f3ca161e30ecc58fb80,166
ec0e75c0fa5c44d8b4fa7e7edeff19fa,ec0e75c0fa5c44d8b4fa7e7edeff19fa,106
c8529d29792c451a947f399726599f80,c8529d29792c451a947f399726599f80,639
a9638e71338948d889d4a55220e4520f,a9638e71338948d889d4a55220e4520f,162
66a7733b8485460bbb59ea1a98ca2db8,66a7733b8485460bbb59ea1a98ca2db8,97
ce9e5eb43ae54d3cbc11c69f4191e556,ce9e5eb43ae54d3cbc11c69f4191e556,62
e5c7accbaba54e649837e25b24315ebb,e5c7accbaba54e649837e25b24315ebb,201
cfdc4baa4d0d47168d7ae5b86bdf566e,cfdc4baa4d0d47168d7ae5b86bdf566e,547
dfe86ea3d6914c8480f656f2dcf23e0c,dfe86ea3d6914c8480f656f2dcf23e0c,214
0b700f6cbca04d7998d3fe73afea94c3,0b700f6cbca04d7998d3fe73afea94c3,879
5dbde88916ad4b458e760da148555060,5dbde88916ad4b458e760da148555060,140
743d31f414cb4b4aaff37351544b365a,743d31f414cb4b4aaff37351544b365a,91
9a586255185144a8805f29910f0136ab,9a586255185144a8805f29910f0136ab,46
6bd45ae0d6b24c05b7dcffbe4aac8f5d,6bd45ae0d6b24c05b7dcffbe4aac8f5d,33
13f5340dc140413fbd12af0b94e52972,13f5340dc140413fbd12af0b94e52972,85
141fa0f993344c8fae219d9654ba8dc9,141fa0f993344c8fae219d9654ba8dc9,185
6d2e7608621e49f1a0d07477a70e63fc,6d2e7608621e49f1a0d07477a70e63fc,26
ec11614decba47a6bb59232e48f1ff6d,ec11614decba47a6bb59232e48f1ff6d,373
963853723d8a4b3481db509b063b46f7,963853723d8a4b3481db509b063b46f7,1890
d6f21bdc76aa42a798b392d9b1160b3c,d6f21bdc76aa42a798b392d9b1160b3c,65
e11c988345a340f1bc48640747f763d8,e11c988345a340f1bc48640747f763d8,94
665e437b33f14afe932ae5b26bb0d2d5,665e437b33f14afe932ae5b26bb0d2d5,67
f4ec9fa5f475470ab3610eaf6cc2bbb6,f4ec9fa5f475470ab3610eaf6cc2bbb6,709
e706bee2ddd3415c8bfbd1a902ba3fbb,e706bee2ddd3415c8bfbd1a902ba3fbb,107
2744b6684a57488f8fdeee6dfc3ca1fe,2744b6684a57488f8fdeee6dfc3ca1fe,191
f3d8c4f6b71f4311b835eaa97f7a8198,f3d8c4f6b71f4311b835eaa97f7a8198,239
3ee1bcb9ebf84277824b801b8679a9fd,3ee1bcb9ebf84277824b801b8679a9fd,171
321e2c59985a46d6bb070be26e659033,321e2c59985a46d6bb070be26e659033,61
32ee1759003d4494993a6b48cc50aede,32ee1759003d4494993a6b48cc50aede,72
59f651e698784cab9f099e3bf13e3811,59f651e698784cab9f099e3bf13e3811,49
b30f42edc533423f9a71e64a59811fbd,b30f42edc533423f9a71e64a59811fbd,692
062d2004c8934920a1c7b1467bcc7d35,062d2004c8934920a1c7b1467bcc7d35,39
3a5f8b86d19244cfbba1d9b2ea0215f8,3a5f8b86d19244cfbba1d9b2ea0215f8,427
f96e483d1d7e43f3aaff65ad4ab9ec62,f96e483d1d7e43f3aaff65ad4ab9ec62,167
abb05c8b27b7457096dfb74eaabfc4ac,abb05c8b27b7457096dfb74eaabfc4ac,138
25fc561758c84c43b7db93664a84f9fd,25fc561758c84c43b7db93664a84f9fd,90
de32b97a7dc541448c8a7d79f727676a,de32b97a7dc541448c8a7d79f727676a,206
0c4e55ae41ca431eacb1aa00a8285d3b,0c4e55ae41ca431eacb1aa00a8285d3b,577
83db242dba7a412a9c847b4fcc675553,83db242dba7a412a9c847b4fcc675553,105
c8157e0d7cd543d2a9675a8ff4bf6626,c8157e0d7cd543d2a9675a8ff4bf6626,30
36cc4eb4496846e788337a9de754763e,36cc4eb4496846e788337a9de754763e,100
14b8d3e6ec2d4023965a9f12bb3e49ef,14b8d3e6ec2d4023965a9f12bb3e49ef,90
43953c64ae7d4e819adc05da3c324123,43953c64ae7d4e819adc05da3c324123,316
307b976f6d8242fea69cf1954fc7e248,307b976f6d8242fea69cf1954fc7e248,712
82db226b70fa412d813feb6b9034eaa0,82db226b70fa412d813feb6b9034eaa0,32
c10136b0b15f4ebbaaa1c4c32a44b329,c10136b0b15f4ebbaaa1c4c32a44b329,702
8607c3d059114f1291891f381aee0020,8607c3d059114f1291891f381aee0020,903
289577d8ba2b4cfe9876a6a79997d3bc,289577d8ba2b4cfe9876a6a79997d3bc,593
f0b044303569415999b6bef972431653,f0b044303569415999b6bef972431653,105
8639b806a00b4b3a904c5dbf6fa83c9f,8639b806a00b4b3a904c5dbf6fa83c9f,872
